STATE YEAR AVE.DAYS CCPD NUM.DCHG
36 2 8.71047450582525 9392.9818585723 530.278
36 3 8.52541192423439 10439.1626895202 541.301
36 4 8.02847363956602 10958.7116983802 539.938
36 5 7.47173607098419 11134.4605978213 564.182
36 6 6.94634913478844 11223.0601069319 567.838
37 1 8.38767243128106 7569.82959098286 157.744
37 2 8.3313408723748 8384.68902100162 154.75
37 3 8.36706209405706 9163.77253103422 156.118
37 4 8.25425106565773 9653.34842547005 151.315
37 5 7.71185403044609 9992.4216253061 158.444
37 6 7.15968855224094 10340.822087646 160.669
38 1 6.32676209492205 7663.56780749365 106.677
38 2 6.14362755073724 8449.89530645848 108.106
38 3 5.83024761214974 8896.95126522113 110.455
38 4 5.85934286804321 9199.05681744163 107.467
38 5 5.37806081596931 9188.67316537251 107.406
38 6 5.11893682097086 9501.91942656634 106.586
39 1 10.1696907819627 11795.0425671799 704.228
39 2 10.0435864696703 12929.7896097228 740.115
39 3 9.81922463326373 14420.8183608088 770.99
39 4 9.78173734496226 15466.8444095469 780.697
39 5 8.73326886197118 15735.2459889272 793.117
39 6 7.93144870796844 15826.2536245141 792.589
40 1 7.46717694256757 3428.66909839527 94.72
40 2 7.52563094662151 3819.25304386389 99.216
40 3 7.63539097067231 4192.8423881123 102.156
40 4 7.67668216723135 4536.72409642063 103.007
40 5 7.47991505427088 4835.45128834356 105.95
40 6 7.39895346696935 5058.37092321042 114.091
41 1 11.365338444042 7929.45638347163 47.482
41 2 10.8595484194681 8714.0404816859 49.825
41 3 10.3834550529576 9704.39309065882 52.306
41 4 12.474106900956 10173.9006270078 51.674
41 5 10.9528206326944 11150.2065022596 51.336
41 6 8.11075997854899 11579.2776947828 52.212
42 1 10.3173175678591 8517.09404910888 115.865
42 2 10.4112265503368 10111.2879780494 129.746
42 3 10.4820877868965 11719.5203575912 137.811
42 4 10.3307445646429 12298.9884210155 141.895
42 5 9.23548271246205 12797.6321394757 153.145
42 6 8.67433592204195 12915.9850304214 161.728
43 1 7.40622670128802 6210.63441910687 38.897
43 2 7.48106753539657 7429.64270141586 39.905
43 3 7.13497510754507 8030.28882497946 41.378
43 4 6.7262163947259 8203.19939333154 40.879
43 5 6.43522620169651 8345.39045711593 42.44
43 6 6.15410918523759 8680.71550524702 42.405
44 1 8.59567361601042 8289.62126928622 293.409
44 2 8.59508482703039 9283.51135277775 294.069
44 3 8.42802033492823 10303.939520202 300.96
44 4 8.15865069052818 10833.6683622895 298.612
44 5 7.55064996393582 11044.6903816982 309.171
44 6 6.99311645480048 11119.0989442493 316.552
45 1 8.57076005198155 9776.61503025236 617.142
45 2 8.59050347479532 11319.4520654144 613.993
45 3 8.492319083434 12763.4953867737 641.525
45 4 8.30033254393774 13763.762553027 641.419
45 5 7.85826671573387 14191.4981873214 676.623
45 6 7.45835796046082 14447.5389175078 702.139
46 1 6.75951375497351 8031.10095930871 40.967
46 2 6.87243988241531 9104.9500746952 41.502
46 3 6.3771670794437 9803.06779862831 41.992
46 4 5.96023837902265 10266.6600715137 41.95
46 5 5.66147499188801 10531.3307374959 43.146
46 6 5.38619085949378 10782.5704990609 44.724
47 1 9.87542628860957 7888.45985579265 20.526
47 2 9.4470460755677 8832.16512767361 21.226
47 3 9.05737405138521 9588.70284355856 21.874
47 4 8.50234784179158 9702.46898139787 22.148
47 5 8.039051542777 10374.6361325386 22.816
47 6 7.85147171091696 10703.5301552295 23.578
48 1 11.7575757575758 3228.98863636364 0.528
48 2 11.7922330097087 2966.11650485437 0.515
48 3 12.8238897396631 3324.11332312404 0.653
48 4 12.5614035087719 4612.94427244582 0.969
48 5 12.4636678200692 6050.16435986159 1.156
48 6 12.7962154294032 6508.34206695779 1.374
49 1 9.16225934557506 8667.08653967813 245.009
49 2 8.86867140949762 9713.25891472868 250.905
49 3 8.49959793530205 10570.6338569109 261.152
49 4 8.23441145117184 11136.6057093639 258.908
49 5 7.7336612815393 11413.2942929751 275.45
49 6 7.25392924848875 11579.9797224309 279.57
50 1 7.2614318793652 7392.6550637876 159.357
50 2 7.19469791982009 8203.18942178783 161.861
50 3 6.75066178272015 8930.59322621317 167.351
50 4 6.658409927591 9371.8780322793 164.068
50 5 6.44078760436 9303.6154715772 165.413
50 6 5.97589025650662 9623.86357230104 159.645
51 1 8.39049705406909 7625.70241239499 113.207
51 2 8.46690174845674 8580.62109011277 115.988
51 3 8.18504653078536 8913.81151973378 122.607
51 4 7.98391147581748 9159.47983753989 120.645
51 5 7.57124035533395 9183.76987708475 126.754
51 6 7.09378956771663 9135.6379150969 128.735
52 1 7.97874764867602 6829.46505570829 221.152
52 2 7.86695417593566 7655.38891542587 219.819
52 3 7.65483811399729 8528.31279347883 227.444
52 4 7.49656509818782 9328.36745647861 224.315
52 5 7.07664734660538 9896.1388524405 230.158
52 6 6.5725404866134 10227.002029706 232.546
53 1 6.62271252433485 5967.55976638546 15.41
53 2 6.36426093916756 6558.9533751334 14.992
53 3 6.14174485925334 7527.96679310574 15.027
53 4 5.97873633049818 8331.47374105576 14.814
53 5 5.52161218660743 8194.6032370676 15.755
53 6 5.42675900956117 9073.72303260603 16.316
54 1 6.95136186770428 3674.67315175097 1.028
54 2 60.2510775862069 4260.51939655172 0.928
54 3 7.05186721991701 3772.92323651452 0.964
54 4 7.51888667992048 4137.77634194831 1.006
54 5 7.17221297836938 4354.52579034942 1.202
54 6 7.58451369216242 5544.05476864967 1.059
